author,img_path,features
Michelangelo,images/Michelangelo/Michelangelo_20.jpg,[0.2263482  1.174325   0.20480666 ... 0.04072828 1.6015066  0.04138224]
Michelangelo,images/Michelangelo/Michelangelo_7.jpg,[0.23321453 1.654262   1.0711532  ... 0.47604027 1.0568079  1.0772535 ]
Michelangelo,images/Michelangelo/Michelangelo_37.jpg,[0.01792687 0.4578142  0.29659018 ... 0.08836938 0.24954918 0.06659786]
Michelangelo,images/Michelangelo/Michelangelo_30.jpg,[0.57242477 0.04468594 0.2095869  ... 0.5599285  1.4211172  0.6007128 ]
Michelangelo,images/Michelangelo/Michelangelo_35.jpg,[0.06162142 0.02058733 0.03207819 ... 0.         0.23523708 0.07529347]
Michelangelo,images/Michelangelo/Michelangelo_18.jpg,[0.00369019 1.067752   0.23732497 ... 0.02591207 0.9047931  0.32129183]
Michelangelo,images/Michelangelo/Michelangelo_9.jpg,[0.7469438  2.1787992  1.3422773  ... 0.00598154 1.1246262  0.3059169 ]
Michelangelo,images/Michelangelo/Michelangelo_10.jpg,[0.19163921 2.9588492  0.6084917  ... 0.         1.0313245  0.54960424]
Michelangelo,images/Michelangelo/Michelangelo_22.jpg,[0.18978068 1.1092125  0.2878058  ... 0.28034985 1.2947236  0.17439736]
Michelangelo,images/Michelangelo/Michelangelo_24.jpg,[0.24170758 1.6117163  0.27584115 ... 0.18699957 2.6619685  0.32974744]
Michelangelo,images/Michelangelo/Michelangelo_11.jpg,[0.04166645 1.262502   0.5897004  ... 0.05465987 0.3298554  0.06397783]
Michelangelo,images/Michelangelo/Michelangelo_45.jpg,[0.263099   1.2944157  0.05631132 ... 0.2521451  2.0982811  0.06562728]
Michelangelo,images/Michelangelo/Michelangelo_42.jpg,[3.4338267 0.5827142 1.0703976 ... 0.2758487 0.4646027 0.6892993]
Michelangelo,images/Michelangelo/Michelangelo_2.jpg,[2.1427114  0.5909867  0.8619378  ... 0.03552388 0.85485435 1.0744611 ]
Michelangelo,images/Michelangelo/Michelangelo_47.jpg,[0.6702881  0.508104   0.27632722 ... 0.25776988 1.8971605  0.5036301 ]
Michelangelo,images/Michelangelo/Michelangelo_49.jpg,[0.04519792 0.90497667 0.1311049  ... 0.00346676 0.04331691 0.        ]
Michelangelo,images/Michelangelo/Michelangelo_8.jpg,[0.00132909 0.9249578  0.3209285  ... 0.5918864  0.4617766  0.4385646 ]
Michelangelo,images/Michelangelo/Michelangelo_34.jpg,[0.34512243 0.70727193 0.60444444 ... 0.00546251 0.08210336 1.2688172 ]
Michelangelo,images/Michelangelo/Michelangelo_5.jpg,[0.10906086 0.9563709  0.31122816 ... 0.9560026  0.8122739  1.8765275 ]
Michelangelo,images/Michelangelo/Michelangelo_26.jpg,[0.0399082  1.6874766  0.3286399  ... 0.         0.25372955 0.62316465]
Michelangelo,images/Michelangelo/Michelangelo_15.jpg,[0.12578055 0.7378686  0.2875711  ... 0.02471741 1.4805298  0.38426504]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_20.jpg,[0.09178257 1.3178742  0.         ... 0.00572171 0.36316445 0.52417874]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_99.jpg,[2.332768   1.1878806  0.00748794 ... 0.03195309 0.         0.8876611 ]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_122.jpg,[1.613958   0.61464846 0.13242076 ... 0.02297458 1.1258723  0.21059252]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_121.jpg,[0.05150424 0.701666   0.07234357 ... 0.         0.20914023 0.596366  ]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_68.jpg,[0.6109746  0.7106725  0.52024335 ... 0.03856777 1.3955139  0.8118301 ]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_136.jpg,[1.0632795  0.99152935 0.2123152  ... 0.02685171 0.24916053 0.18627268]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_165.jpg,[0.03082081 1.1234738  0.11598048 ... 0.         1.4870301  0.01720664]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_40.jpg,[0.08529609 0.45656142 0.02223939 ... 0.07620775 0.797895   0.00241607]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_185.jpg,[1.237902   1.5434018  0.         ... 0.44084376 1.8067225  0.41082692]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_62.jpg,[3.9812279  0.78039527 0.06814484 ... 0.09530721 0.09356306 0.99889946]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_47.jpg,[2.8923762  1.2841367  0.31367987 ... 0.14732945 0.43465555 3.7373595 ]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_153.jpg,[1.5665137  0.6530488  0.04248424 ... 0.         0.36111262 0.14138424]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_166.jpg,[1.5659976  0.8666265  0.96229756 ... 0.03054065 1.1331     0.01196683]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_163.jpg,[0.19507645 0.84471565 0.         ... 0.06478365 1.8301417  1.6087993 ]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_79.jpg,[0.5851845  0.99673223 0.25280532 ... 0.0401779  0.850201   0.2285779 ]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_49.jpg,[0.03816446 2.7692235  0.34775737 ... 0.04981821 0.         0.3400474 ]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_16.jpg,[1.107065   1.2711242  0.4947794  ... 0.63051564 0.9510918  1.0561677 ]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_154.jpg,[0.02622487 0.8593349  0.67300725 ... 0.02849537 0.26327506 0.28688073]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_164.jpg,[0.44527933 1.0157568  0.3209792  ... 0.01942261 2.3411965  1.0584474 ]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_69.jpg,[0.861384   0.70067316 0.16611959 ... 0.01213071 0.88129556 0.42395672]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_149.jpg,[2.6096103  1.3927401  0.5857965  ... 0.05389144 0.69793296 0.20011526]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_50.jpg,[0.03809848 0.36723518 0.04308272 ... 0.0066892  0.83594954 0.04089456]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_144.jpg,[0.34943846 0.53392625 0.6099058  ... 0.04116555 1.6622884  0.17173584]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_138.jpg,[0.4151969  3.8083396  0.         ... 0.         0.20584725 7.0797324 ]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_123.jpg,[1.7335355  0.61854637 0.07970107 ... 0.02295531 2.8532696  0.6230995 ]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_135.jpg,"[3.4819765e+00 7.0191646e-01 4.1110832e-03 ... 1.1305505e-01 1.7610916e+00
 1.6208376e-03]"
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_157.jpg,[1.2732112  1.152316   0.28786924 ... 0.29620767 1.2288572  0.15502249]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_191.jpg,[0.40850034 1.3483447  0.03622748 ... 0.13159844 0.73059595 0.17428643]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_115.jpg,[0.49645215 1.7094358  0.17883056 ... 0.3512622  0.8310295  0.13958725]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_142.jpg,[0.3536465  0.1443427  0.10554387 ... 0.6269583  0.07110079 0.01397855]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_120.jpg,[0.77328146 0.21473874 0.60774505 ... 0.15525888 0.0410972  1.0064173 ]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_133.jpg,"[1.5680697e+00 8.5506037e-02 8.5101736e-01 ... 1.2865042e-03 6.5551728e-01
 1.5993937e+00]"
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_75.jpg,[0.47412002 0.6514655  0.05461003 ... 0.12501924 1.0388199  0.03390282]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_101.jpg,[0.22115473 0.8099018  0.44852003 ... 0.56032    0.00465197 1.2724167 ]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_35.jpg,[0.4533436  1.0658922  0.1054544  ... 0.1332819  0.7349764  0.26957157]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_96.jpg,[0.52758306 1.035716   0.0627828  ... 0.14518455 1.8148979  0.5282857 ]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_72.jpg,[1.0943052  0.28168967 0.01989174 ... 0.06785694 0.27931422 0.08026482]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_107.jpg,[0.2132318  2.8175437  0.         ... 2.2371082  1.6734062  0.04792923]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_2.jpg,[0.36189058 0.79416543 0.82174647 ... 0.060087   1.5283529  0.81699336]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_45.jpg,[0.2839231  0.39714143 0.4640587  ... 0.         0.14874086 0.81951123]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_78.jpg,[2.1050503  1.4445101  0.06264362 ... 0.         1.7095139  0.3964812 ]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_27.jpg,[0.92744523 1.4946433  0.         ... 0.06366971 0.08700234 1.1754715 ]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_156.jpg,[1.0541371  0.65066147 0.11196118 ... 0.         0.6038073  0.9275065 ]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_22.jpg,[1.0833281  1.0396718  0.00860928 ... 0.04190106 1.6824057  0.3764942 ]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_116.jpg,[0.06267558 1.3468456  0.18885565 ... 0.02538483 3.3129792  0.36422715]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_106.jpg,[0.1400178  0.392695   0.07646736 ... 0.         0.21471669 0.00606343]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_105.jpg,[0.04524885 2.7561738  0.4012905  ... 0.         0.16589892 0.9349775 ]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_87.jpg,[1.6258159  0.23861071 0.1382912  ... 0.02530072 0.19801044 0.58872217]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_15.jpg,[0.72859067 1.000164   0.68171626 ... 0.9240403  0.09875003 0.1108003 ]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_148.jpg,[0.9293605  1.9275205  0.13236071 ... 0.04366681 2.247656   0.15310025]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_146.jpg,[0.52156377 0.19683905 0.00075031 ... 0.00370939 0.0934234  0.        ]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_137.jpg,[0.48799115 0.38775602 0.01239077 ... 0.         0.11859014 0.81460494]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_4.jpg,[0.6778781  1.8951457  0.7998423  ... 0.82745904 0.3005306  0.47320646]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_92.jpg,[0.05543951 0.91474265 0.6689375  ... 0.         2.0138595  1.1438468 ]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_112.jpg,[0.49346954 1.7884153  0.27136064 ... 0.5999346  0.7800568  0.53020006]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_59.jpg,[1.1478574  2.712028   0.07266095 ... 0.01389528 0.16844441 6.8651977 ]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_29.jpg,"[4.2522794e-01 5.2793473e-01 1.5928809e-01 ... 4.2229160e-04 1.2325952e-02
 5.0508171e-01]"
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_60.jpg,[0.56946325 1.4901891  0.44209355 ... 0.         0.50629836 0.48581964]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_193.jpg,[0.99733174 1.2819626  0.23407282 ... 0.         0.86061347 0.08325189]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_3.jpg,[0.06020428 0.4478446  0.88052267 ... 0.3563675  3.2828221  0.44211337]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_32.jpg,[0.32636818 0.9794971  0.04050544 ... 0.06723971 0.82333225 0.11506016]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_57.jpg,[0.19381618 3.071339   0.09543993 ... 0.06788743 0.68908423 0.01330345]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_17.jpg,[0.13351466 2.2474203  0.11645923 ... 0.         0.45159647 0.14766183]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_67.jpg,[0.5945403  0.19206047 0.02838765 ... 0.00634113 0.         0.22596191]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_48.jpg,[0.28742802 1.6251827  0.12097163 ... 0.2290233  0.5829493  0.03181038]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_93.jpg,[0.97344875 0.73210096 0.05055013 ... 0.08156013 1.6997879  0.17889276]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_37.jpg,[0.28961346 3.1851625  0.26897448 ... 0.05053765 0.66790223 0.24506189]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_19.jpg,[0.16361089 1.130146   0.64029646 ... 0.19561405 0.1799167  1.0829101 ]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_41.jpg,[0.05411623 2.2325034  0.00507942 ... 0.3153899  0.15780832 1.7112375 ]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_28.jpg,[0.7237549  1.3412035  0.         ... 0.03289885 2.672972   0.5038816 ]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_147.jpg,[1.8344085  3.1355493  0.07451414 ... 1.39924    0.7575612  0.7375857 ]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_160.jpg,[1.4019773  1.6203167  0.06947304 ... 0.         1.5755067  0.3477123 ]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_179.jpg,[1.6622012  1.289475   0.         ... 0.0096672  0.8315649  0.16830319]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_53.jpg,[2.050125   1.7002175  0.13377345 ... 0.38813737 2.2291698  0.26904523]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_97.jpg,[2.7761815  2.091459   0.2002669  ... 0.19591309 1.74213    0.20369531]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_54.jpg,[0.18322589 0.6865525  0.36424947 ... 0.01113122 3.1913648  0.03540611]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_169.jpg,[0.7784738  0.23053636 0.00598239 ... 0.24331279 0.02566467 0.03363764]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_25.jpg,[0.6471203  2.1334212  0.72684306 ... 0.         0.743089   0.03982659]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_5.jpg,[1.280633   0.29319564 0.         ... 0.00826701 0.         0.00353472]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_98.jpg,[0.49097055 2.0564945  0.24882777 ... 0.17627598 0.6942172  0.16117872]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_7.jpg,[0.21143933 0.9312246  0.04661576 ... 0.         4.150425   0.        ]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_85.jpg,[1.9682754  0.7349389  0.14498423 ... 0.00903169 0.89048475 0.9006866 ]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_190.jpg,[1.6270468  2.9622135  0.29593766 ... 0.29475313 1.0304445  0.28389275]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_42.jpg,[0.08253541 0.5376935  0.7266508  ... 1.2671419  0.35316747 0.00948528]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_94.jpg,[1.7924266  1.8728063  0.06839302 ... 0.41301614 2.8016238  0.08289051]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_108.jpg,[0.21932462 0.47058132 0.145328   ... 0.03472259 0.46422157 0.11465932]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_128.jpg,[0.15438296 0.47977796 0.09629607 ... 0.00838179 0.37968498 0.37576827]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_134.jpg,[0.4890918  2.3611937  0.01875549 ... 0.05288722 0.23928404 0.10062504]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_46.jpg,[0.68575144 0.03223504 0.         ... 0.0552853  0.0365178  0.1884107 ]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_182.jpg,[0.76597345 0.39840347 0.5522128  ... 0.12726109 1.4614211  0.5086459 ]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_63.jpg,[0.22195476 1.4933072  0.6421688  ... 0.08431213 1.5912144  0.05570231]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_24.jpg,[1.1532496  0.34492025 0.17362595 ... 0.01657052 1.6620946  0.17041008]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_71.jpg,[0.13574776 2.628701   0.666003   ... 0.08594451 1.4641107  0.80181205]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_172.jpg,[1.4192754  0.26877102 0.03866662 ... 0.4162267  0.51957005 0.06025666]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_175.jpg,[1.7885076  2.61609    0.02478517 ... 0.00980533 0.8065431  0.9558432 ]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_131.jpg,[0.41015878 0.9139628  0.13976079 ... 0.1251751  0.62505096 0.7855918 ]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_1.jpg,[0.45882496 0.41270778 0.11702169 ... 0.00341959 0.00419834 0.21745093]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_13.jpg,[0.89271504 0.38514152 0.05397377 ... 0.04087547 1.1006596  0.5481018 ]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_132.jpg,[0.22020724 0.52907974 0.02580809 ... 0.05806577 1.7780042  0.52158546]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_66.jpg,[2.5904691  0.38408336 0.06637151 ... 0.08983981 0.1762721  0.3940562 ]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_155.jpg,[0.10175199 1.226471   0.15329465 ... 0.01224111 0.19605693 0.6222323 ]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_21.jpg,[1.3130953  0.14173743 0.09142571 ... 0.12535767 0.5833377  0.73752123]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_51.jpg,[2.1553507  1.5791972  0.02568669 ... 0.8793033  1.5128416  1.1139342 ]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_83.jpg,[0.20576835 2.1306033  0.31066108 ... 0.02386475 0.5763484  0.47829226]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_90.jpg,[0.10222525 2.4902284  0.         ... 0.01105009 0.04486291 0.69785094]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_181.jpg,[0.         0.4402025  0.15313156 ... 0.04617018 2.6163495  0.43734452]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_158.jpg,[0.8013106  0.387262   0.00968099 ... 0.00714647 0.187006   0.5984903 ]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_12.jpg,[0.29709688 0.12578939 0.44007334 ... 1.0642916  1.1632525  0.63427716]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_10.jpg,[0.61153144 0.47819674 0.09607422 ... 0.         0.01749134 0.06367588]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_44.jpg,[1.3240306  1.822864   0.33121294 ... 0.         0.35866192 0.05757782]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_183.jpg,[0.40525118 1.0308263  0.6170931  ... 0.02870294 4.371921   0.2733766 ]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_177.jpg,[1.1398846  0.5716963  0.20649531 ... 0.         0.2803385  0.42024994]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_9.jpg,[0.5497993  0.7750707  0.76039475 ... 0.09126577 0.55838555 0.20983665]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_77.jpg,[0.93864954 1.1058832  0.58872724 ... 0.11609928 1.7836634  0.        ]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_161.jpg,[0.52926064 2.021413   1.0478475  ... 0.         0.09588057 0.81356925]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_18.jpg,[2.38669    0.59474057 0.12642816 ... 0.         0.44244286 0.22935165]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_55.jpg,[0.53132737 0.2583683  0.20050478 ... 0.         0.6075429  1.0712779 ]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_180.jpg,[0.95393777 0.3938225  0.0702318  ... 0.         1.4069865  0.38514993]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_176.jpg,[0.5763599  0.13376075 0.0857681  ... 0.06335835 0.65819764 0.31840077]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_26.jpg,[0.713454   2.0266995  0.1023955  ... 0.         0.01378927 0.01645541]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_76.jpg,[0.8214934  2.9814885  0.6586254  ... 0.11560319 0.10425361 0.21438245]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_167.jpg,[0.750115   0.25197682 0.         ... 0.06928383 0.76981026 1.2923867 ]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_126.jpg,[1.7749822  0.6915131  0.07478998 ... 0.07317305 1.5370886  0.6835364 ]
Amedeo_Modigliani,images/Amedeo_Modigliani/Amedeo_Modigliani_111.jpg,[0.6104057  0.6592595  0.01872766 ... 0.00859852 0.2741768  0.8364614 ]
